,question,answer,img_id,type
826,màu sắc của bức ảnh là gì,màu trắng,164222,2
827,người đó đang sửa một cửa sổ ở đâu,phòng bếp,34212,3
828,có bao nhiêu con hươu cao cổ đang đứng bên hàng rào,năm,149763,1
829,màu của bảng là gì,màu cam,392974,2
830,cái gì chứa trong cái bát bạc,hoa quả,571279,0
831,người chơi tennis xếp hàng vợt của cô ấy lên để đánh những gì,quả bóng,397101,0
832,người đàn ông và phụ nữ ở đâu,nhà vệ sinh,197243,3
833,một số ngỗng trông rất dễ thương ở đâu,chuồng,344214,3
834,nửa cái bánh mì kẹp và mấy trái nho lót giấy ở đâu,cái rổ,536535,3
835,cái gì bên trong một chiếc ví màu nâu,con mèo,352549,0
836,màu của cây là gì,màu cam,140243,2
837,những gì cạnh nhau trong một bãi đậu xe,xe buýt,484723,0
838,cái gì và gurney bên cạnh xe máy,xe cộ,454129,0
839,có bao nhiêu con hươu cao cổ đang đứng trên cánh đồng 2 đang quay mặt về phía trước,bốn,141414,1
840,con mèo đã nép mình ở đâu,chậu,482841,3
841,màu của dấu hiệu là gì,màu vàng,411253,2
842,những gì núc trên cỏ như một con đà điểu đứng trong bóng râm bên dưới cây bên trái,ngựa rằn,431901,0
843,màu của xe máy là gì,màu đỏ,449889,2
844,đồng hồ đỗ xe với một khu vực có bao nhiêu nhãn dán trên đó,ba,58089,1
845,những gì đỗ trên đường ray bên cạnh một số nước ngập lụt,xe đạp,508672,0
846,có bao nhiêu món ăn khác nhau trên bàn gỗ,ba,280018,1
847,cậu bé đang ngồi trên bàn và cầm cái gì,điện thoại,423919,0
848,những gì đứng trong bóng râm từ một cái cây gần một tòa nhà vào một ngày nắng,con voi,485485,0
849,người đàn ông và một cậu bé chơi một trò chơi video ở đâu,phòng,208379,3
850,"những gì trong máy xay bao gồm quả việt quất, dâu tây và chuối",thành phần,501029,0
851,những gì đang đi nhanh chóng khi nhóm người nhìn vào,tàu hỏa,471023,0
852,màu của xe buýt là gì,màu đỏ,354282,2
853,những chú mèo con đang ngủ trưa ở đâu,cái rổ,404349,3
854,người đang nghỉ trưa ở đâu,văn phòng,325332,3
855,thú nhồi bông bán ở đâu,cửa hàng,342441,3
856,những bức tường và đồ đạc là sứ ở đâu,phòng tắm,314787,3
857,người đàn ông đang chơi trò chơi video ở đâu,phòng,358399,3
858,màu của lửa là gì,màu đỏ,254714,2
859,con chó lớn nằm ở đâu,phòng,222317,3
860,băng ghế dự bị ở đâu nhìn ra một ao nhân tạo,sân vườn,304079,3
861,những gì đỗ bên ngoài cơ sở nhà hàng địa phương,xe đạp,435444,0
862,có gì trong nước và có những bụi cây xanh,con voi,554978,0
863,"đĩa giữ được bao phủ bằng nước thịt, bí đao, khoai tây nghiền và bông cải xanh",thịt,452931,0
864,màu của xe buýt là gì,màu trắng,114844,2
865,có bao nhiêu cái bánh mì nướng đang ngồi trên đĩa uống nước,hai,284008,1
866,màu của cây là gì,màu cam,290285,2
867,những gì được trình bày độc đáo trên tấm lớn màu trắng,bữa ăn,526028,0
868,cái gì đang lơ lửng trên hồ,con thuyền,421757,0
869,mẻ bánh quy nướng ở đâu,lò vi sóng,94884,3
870,nhóm người đang đứng ở đâu,con thuyền,226460,3
871,những gì đang nằm cạnh bên bức tường,bồn tắm,567693,0
872,cái gì đang đi ra ngoài trên mặt nước,con thuyền,513507,0
873,có bao nhiêu người ngồi quanh bàn ăn một bữa ăn,ba,557679,1
874,những gì được đặt trên giường đôi với khăn trải giường màu đỏ,khăn,527994,0
875,những gì đang giữ hộp thư ưu tiên từ bưu điện,gấu,469152,0
876,màu của mũ nồi là gì,màu đen,68532,2
877,có bao nhiêu người trong dãy phòng đang đặt ra sau một số bát phục vụ,hai,30387,1
878,có gì trên một băng ghế ngoài trời,rau,471814,0
879,màu của bầu trời là gì,màu tía,554994,2
880,"có bao nhiêu người đứng thành hàng, một người cầm trái cây, một người cầm biển báo",ba,103575,1
881,cái gì đang ngồi trên bàn,pizza,436315,0
882,màu của tín hiệu là gì,màu đỏ,232114,2
883,con mèo đang ngủ ở đâu,hành lý,422910,3
884,có một người phụ nữ đang cầm cái gì,donut,341603,0
885,những mảnh đồ nội thất búp bê khác nhau ở đâu,phòng bếp,115544,3
886,một số hươu cao cổ ăn ở đâu,chuồng,486825,3
887,người đàn ông với một tấm ván lướt màu cam và hồng đang ở đâu,vạch kẻ đường,565740,3
888,những gì ở nhà ga,tàu hỏa,523252,0
889,màu của bộ đồ là gì,màu đen,85624,2
890,ngồi gì vẫn còn trên đường ray tàu,tàu hỏa,384207,0
891,công viên xe máy đã ở đâu,ga-ra,372292,3
892,"cái gì mở ra phòng tắm đơn giản, màu trắng",cửa,507893,0
893,màu của chiếc bình là gì,màu cam,403424,2
894,những gì đi bộ dọc theo bờ sông,con voi,554978,0
895,màu của xe buýt là gì,màu đỏ,392606,2
896,có bao nhiêu người đứng trên sân tennis gần lưới với thiết bị của họ,hai,406772,1
897,màu sắc của thung lũng là gì,màu xanh lá,209851,2
898,cái gì đang nhìn vào máy ảnh trong một sở thú,hươu cao cổ,502311,0
899,màu của con bò là gì,màu nâu,423455,2
900,cậu bé rất trẻ đang giữ gì,chiếc ô,401552,0
901,cái gì đang bay trên bầu trời xanh thẳm,máy bay,379453,0
902,người chơi tennis ném gì trên đầu và trong chuyển động đung đưa vào quả bóng,quả bóng,454495,0
903,cái kệ thủy tinh có bao nhiêu con bò kiểu gốm sứ có sơn màu và kiểu dáng trên mỗi cái,bốn,186883,1
904,đàn cừu được nhốt ở đâu,chuồng,215480,3
905,người đàn ông đang đi trên đường có bao nhiêu con chó,ba,313459,1
906,màu của xe buýt là gì,màu đỏ,12626,2
907,màu sắc của chi tiết là gì,màu vàng,300738,2
908,cái gì nằm trên đầu gối,cái nồi,518719,0
909,màu của xe buýt là gì,màu xanh dương,22274,2
910,những gì đang ngồi trên đỉnh của một người đàn ông che lỗ gần một bài thơ màu vàng,vòi nước,387244,0
911,trẻ nhỏ đang đánh răng ở đâu,phòng tắm,175251,3
912,có bao nhiêu người đang đi xuống lối đi bộ lót ván với ô,ba,149230,1
913,người đàn ông làm việc ở đâu,phòng bếp,198653,3
914,người chuẩn bị thức ăn ở đâu,phòng bếp,329191,3
915,có bao nhiêu người đang ngồi trên đồi bên cạnh một con dê,hai,252807,1
916,màu của lửa là gì,màu trắng,395397,2
917,màu sắc của cực là gì,màu xanh dương,305323,2
918,những gì đứng đầu với đồng hồ vàng đằng sau một tấm kính,cái kệ,393768,0
919,những gì được gắn bên cạnh con tàu lớn hơn,con thuyền,397483,0
920,làm gì có đàn đi bộ băng qua một khu rừng có cỏ,con voi,550872,0
921,"những gì đứng hoàn thiện với táo, cam và chuối",hoa quả,419350,0
922,những gì đang ăn từ bát kim loại,cún yêu,576136,0
923,có bao nhiêu con chó cony lớn ngồi trong hộp,ba,336843,1
924,có bao nhiêu con mèo đang ngồi trên một chiếc giường chưa được làm,hai,499486,1
925,màu sắc của bông hoa là gì,màu tía,505597,2
926,người phụ nữ đang giữ một chiếc ô đỏ mở ở đâu,phòng ngủ,114421,3
927,người đàn ông ở đâu trong một đầu bếp đồng phục chuẩn bị thức ăn,phòng bếp,123539,3
928,giao lộ có đèn dừng là gì,xe ô tô,338105,0
929,màu của chiếc bình là gì,màu xanh dương,521657,2
930,màu của bàn chải là gì,màu đen,445143,2
931,những gì đang gặm cỏ trong khi đứng cạnh hàng rào,con ngựa,464633,0
932,những gì đỗ ở phía trước một tòa nhà gạch đỏ,xe máy,549399,0
933,màu của vali là gì,màu đen,438448,2
934,người đàn ông ở đâu trong khi mọi người xem anh ta,lồng,214852,3
935,màu của gấu là gì,màu nâu,223950,2
936,những người hâm mộ khúc côn cầu ở đâu,đường phố,311076,3
937,người đàn ông mặc gì và được che bởi một chiếc ô đang sử dụng điện thoại di động của anh ấy,nón,371564,0
938,phụ nữ đang ăn thức ăn ở đâu,quán ăn,281557,3
939,có bao nhiêu chiếc bánh mì tàu ngầm trên bàn bên cạnh một tách cà phê,ba,403593,1
940,nệm và gối nằm ở đâu,phòng,434394,3
941,người phụ nữ đặt pizza ở đâu,lò vi sóng,457599,3
942,những gì đứng gần nhau trong môi trường sống của họ,hươu cao cổ,541274,0
943,cái gì quá bẩn thỉu nó có thể không hoạt động nữa,phòng tắm,356351,0
944,cái gì đang ngồi trên đường băng sân bay,máy bay,371973,0
945,màu của cà rốt là gì,màu vàng,361376,2
946,những gì được đặt màn hình máy tính để bàn,cái bàn,488201,0
947,nhóm người có ô có ở đâu,đường bộ,39040,3
948,con mèo đang ngồi ở đâu trong khi một đứa trẻ ngủ,giường,91465,3
949,những gì dừng trên đường phố,xe buýt,449031,0
950,những gì trên đường băng sân bay,máy bay,539808,0
951,có bao nhiêu người đi xe đạp trước đại dương,hai,520471,1
952,có bao nhiêu đường ở góc đường henry st. and love la,một,493503,1
953,những gì nằm trên mặt bàn màu xám,bàn phím,482774,0
954,con mèo đang ngồi ở đâu,phòng,315517,3
955,đâu là một nửa pizza được tải với các lớp phủ khác nhau và sẵn sàng,hộp,114505,3
956,có bao nhiêu chiếc xe buýt hai tầng đậu gần chiếc xe tải màu xanh lá cây,ba,36012,1
957,màu của dĩa nhựa là gì,màu tía,394,2
958,những gì đỗ trên đường gạch,xe máy,468508,0
959,hai người phụ nữ đang chuẩn bị một bữa ăn ở đâu,phòng bếp,37244,3
960,ô tô và tòa nhà ở đâu trong thành phố,đường phố,78286,3
961,chàng trai trẻ với ván trượt lướt qua những gì,xe buýt,577403,0
962,"những gì tiết lộ nhà vệ sinh, bồn rửa và tủ tường",cửa,416745,0
963,con mèo đen lớn nghỉ ngơi ở đâu,giường,425470,3
964,những gì trong nước bên ngoài lễ hội,con thuyền,527098,0
965,những gì được trang trí bằng sương giá,bánh,556608,0
966,cô gái cười nháy mắt trong bếp có bao nhiêu con mắt,một,245096,1
967,những gì đang diễn ra dọc theo bờ sông,gia súc,382671,0
968,có bao nhiêu người đang cầm ván lướt sóng trên đường đi bộ,ba,321410,1
969,người đàn ông trong bộ đồ đang ở đâu,cái ghế,282738,3
970,có bao nhiêu xe tải với quảng cáo của họ đậu cùng nhau trong lô,ba,559382,1
971,những gì đứng với khung chrome và sự phản chiếu của một cánh cửa trong đó,gương,431234,0
972,những gì đông đúc với những người đang di chuyển xuống một kênh đào,con thuyền,448849,0
973,những gì đã sơn màu đỏ và vàng trên đường phố,vòi,344909,0
974,những gì đậu trên đỉnh của một nhánh cây khô,con chim,396252,0
975,em bé màu xanh có bao nhiêu xe đạp tốc độ dựa vào một băng ghế,mười,483971,1
976,có bao nhiêu người ở ngoài trời tuyết,hai,62985,1
977,cái đĩa nhựa tách rời đang giữ cái gì,bữa trưa,368581,0
978,màu của bầu trời là gì,màu xám,60953,2
979,những gì đỗ bên cạnh vòi lửa đỏ,xe ô tô,516372,0
980,màu của con mèo là gì,màu xám,578072,2
981,màu sắc của mũ bảo hiểm là gì,màu trắng,560615,2
982,một nhà bếp không có đồ đạc ở đâu,nhà ở,549575,3
983,"bông cải xanh, súp lơ và cà rốt ở đâu, và cà rốt chứa ở đâu",thùng chứa,389731,3
984,"phòng tắm rất nhỏ với một cái đèn đi lại, cái gì đứng lên, và cái bồn rửa",vòi hoa sen,373793,0
985,người phụ nữ nằm ở đâu,giường,427946,3
986,những gì thắp sáng trên bánh với kem sô cô la,nến,449279,0
987,người đàn ông chuẩn bị bữa tối ở đâu,phòng bếp,146961,3
988,màu của lửa là gì,màu đỏ,137745,2
989,màu của áo khoác nỉ là gì,màu nâu,541050,2
990,màu tóc là gì,màu xanh dương,338281,2
991,màu sắc của công viên là gì,màu xanh lá,452859,2
992,người phụ nữ đang ngồi ở đâu,phòng bếp,269493,3
993,con chim đậu ở đâu khi nhìn qua một thành phố,cửa sổ,395973,3
994,cái gì đã làm cái bìa vụn nằm trên đầu cái đĩa trên bàn,donut,357620,0
995,màu của động vật là gì,màu đen,335092,2
996,có bao nhiêu con mèo đang ngồi cạnh chiếc vali đen mà một con mèo khác đang đặt,một,174137,1
997,những gì bên cạnh một vùng nước,con voi,501790,0
998,"những gì ở nơi hoang dã, có thể ăn",hươu cao cổ,460379,0
999,những gì tất cả các phím phổ biến nhất,bàn phím,364860,0
1000,con mèo đang đi đến đâu,chậu,22041,3
1001,màu sắc của bông hoa là gì,màu tía,349621,2
1002,những gì bên cạnh xe buýt bên ngoài,cây sào,480657,0
1003,tháp brown với đồng hồ và gác chuông và bên cạnh nó là gì,cây,430760,0
1004,có bao nhiêu điều khiển từ xa đang ngồi trên một tấm nệm,ba,430286,1
1005,cái gì đang ngồi bên cạnh một tảng đá ăn một miếng trái cây,con khỉ,360318,0
1006,người đeo mặt nạ mờ đang sử dụng cái gì vậy,điện thoại,473466,0
1007,cặp đôi ngồi ở đâu,cái ghế,188987,3
1008,những gì ăn một số lá trên một hàng rào,hươu cao cổ,506574,0
1009,màu sắc của bông hoa là gì,màu tía,521769,2
1010,nơi nhiều loại trái cây được trưng bày,cửa hàng,479596,3
1011,những gì đang ngồi dưới một đám mây tràn ngập bầu trời xanh,máy bay,500058,0
1012,một cái bàn ở đâu,phòng,93246,3
1013,có bao nhiêu con ngựa và chúng được thể hiện bằng màu đen và trắng,hai,491666,1
1014,những gì đứng trên đỉnh của một bảng trước một nhóm,con chó,498460,0
1015,có bao nhiêu con chó bị trói bằng dây xích,ba,22870,1
1016,những gì gặm cỏ trên bờ biển của đại dương xanh,con bò,460407,0
1017,màu của máy bay là gì,màu xám,200560,2
1018,màu của chiếc ghế dài là gì,màu đen,469667,2
1019,những gì được hiển thị đỗ,máy bay,457684,0
1020,ba người thả những gì với ba khuôn mặt cười trên đó,diều,517793,0
1021,màu sắc của đồ đạc là gì,màu trắng,200548,2
1022,những gì đang đứng bên ngoài trên cỏ gần hàng rào,ngựa rằn,526560,0
1023,màu của tòa án là gì,màu xanh lá,42418,2
1024,người đàn ông chuẩn bị bánh sandwich ở đâu,quán ăn,168173,3
1025,có bao nhiêu người đàn ông ngồi ở các phía khác nhau của bàn sử dụng máy tính xách tay,ba,384176,1
1026,con chó nhìn ra cửa sổ ở đâu,xe ô tô,119805,3
1027,màu của con chim là gì,màu nâu,237098,2
1028,một người đàn ông lái cái gì,hồ bơi,358664,0
1029,cô gái đang nhìn ở đâu,gương,581736,3
1030,có bao nhiêu con bò đang đi dạo qua cánh đồng gần nhau,ba,195579,1
1031,những gì nằm trên hồ được trang trí với những phản xạ miền núi,con thuyền,427649,0
1032,surfer với một bộ đồ ướt mang theo là gì,ván lướt sóng,400907,0
1033,có bao nhiêu đứa trẻ ăn pizza với người lớn đằng sau chúng,ba,73201,1
1034,con chó đang ngồi ở đâu,cái ghế,499662,3
1035,cái bàn gỗ ở đâu,lọ cắm hoa,2106,3
1036,màu của động cơ là gì,màu cam,455132,2
1037,"những gì chủ yếu là màu bạc, một lối đi chéo có thể được nhìn thấy trong nền",vòi,492163,0
1038,cận cảnh sự gia tăng ở đâu,lọ cắm hoa,32704,3
1039,con voi chỉ những gì vào một cô gái,thân cây,513724,0
1040,những gì đang cầm một bánh sandwich phô mai nướng,đĩa ăn,549887,0
1041,những gì đang đi xuống các đường ray bên cạnh cây cối,tàu hỏa,471737,0
1042,người đàn ông đã tạo dáng ở đâu,quán ăn,135497,3
1043,có bao nhiêu người đang ngồi quanh bàn với một cái bánh,bốn,272117,1
1044,màu của nón là gì,màu cam,397599,2
1045,người đang cưỡi ván trượt tuyết trên tuyết bao phủ là gì,con dốc,364884,0
1046,cái gì đã làm cho giống chó dalmatian,vòi,354278,0
1047,đỗ những gì được đỗ bên cạnh gian hàng điện thoại,xe ô tô,418701,0
1048,màu sắc của quần áo là gì,màu đen,148551,2
1049,những gì chứa đầy đồ nội thất màu xanh trước tv,phòng,570022,0
1050,ba gấu bông và một con búp bê ở đâu,hộp,2240,3
1051,những gì được biết đến với kích thước và vẻ đẹp to lớn của mình,con ngựa,431855,0
1052,năm thanh niên đã tập hợp ở đâu,phòng bếp,557490,3
1053,bầy hươu cao cổ ở đâu,chuồng,525600,3
1054,có bao nhiêu người mặc đồ đen trên một chiếc xe máy màu xanh,hai,526337,1
1055,cái gì ngập một phần trong nước,con voi,510154,0
1056,những gì đang ngồi ở lối vào của bãi đậu xe,đồng hồ,396768,0
1057,người đang nằm ở đâu,cái ghế,247136,3
1058,màu của vòi nước là gì,màu tía,167622,2
1059,gấu teddy ngồi ở đâu,cái ghế,265851,3
1060,những gì được nấu và sẵn sàng để được ăn,pizza,553075,0
1061,những gì đang cất cánh từ đường băng cùng một lúc,máy bay,424445,0
1062,con vật nhồi bông ở đâu,hộp,92181,3
1063,cái gì ngủ trên đỉnh của một miếng đệm cào,con mèo,446409,0
1064,có bao nhiêu người đàn ông chơi trong một trận đấu quần vợt đôi nam,ba,320428,1
1065,"có bao nhiêu con bò đang đứng trước một trang trại, trong khi mặt trời lặn",năm,369296,1
1066,một ngày đẹp trời có bao nhiêu con cừu bị xén lông đang ăn cỏ dưới gốc cây,sáu,578958,1
1067,tay cầm những gì một cái bàn và một biển hiệu,sandwich,512302,0
1068,nhà vệ sinh có hình dạng như một hình vuông ở đâu,phòng tắm,448771,3
1069,những gì chạy trong một hàng rào,con chó,575357,0
1070,xe tay ga đang đậu ở đâu,cửa sổ,246923,3
1071,những gì đang nằm xuống với miệng mở như muốn nói một cái gì đó,con bò,412887,0
1072,màu của phòng tắm là gì,màu nâu,392537,2
1073,màu của con chó là gì,màu trắng,158718,2
1074,vòi chữa cháy này được sơn cái gì,màu sắc,469803,0
1075,có bao nhiêu người đang xuống dốc trên ván trượt,ba,276584,1
1076,cái gì đang nằm trên bàn gần máy tính xách tay,con mèo,518324,0
1077,cái gì đang đỗ trên một khu vực có hoa,xe máy,495613,0
1078,căn phòng nằm ở đâu,nhà ở,572352,3
1079,những gì lái dọc theo con phố qua những cây cọ vào một ngày nhiều mây,xe ô tô,473050,0
1080,màu của chiếc đĩa là gì,màu trắng,401232,2
1081,một tá bánh rán ở đâu,hộp,548393,3
1082,có bao nhiêu người đàn ông đứng trước chiếc máy bay nhỏ,ba,525169,1
1083,"những chiếc buồng nào với bàn, máy tính xách tay và máy tính để bàn",văn phòng,427306,0
1084,màu của dĩa nhựa là gì,màu vàng,226294,2
1085,người phụ nữ đặt hàng ở đâu,quán ăn,480121,3
1086,những gì đang được chăn thả trên bãi cỏ xanh,con cừu,575403,0
1087,màu của con ngựa là gì,màu nâu,378491,2
1088,màu sắc của những con ngựa là gì,màu nâu,312744,2
1089,cái bàn có bao nhiêu cái bánh được trang trí trên đó,năm,493732,1
1090,"có bao nhiêu con ngựa nâu, to lớn có lông dài",hai,503144,1
1091,cái gì đánh hơi thấy gần con mèo đang ngồi trên bãi cỏ,con chó,349776,0
1092,màu của quần ngắn là gì,màu đen,201209,2
1093,cái này bị khóa vào đồng hồ đỗ xe là gì,xe đạp,370208,0
1094,một số cô gái và một người đang làm món ăn ở đâu,phòng bếp,2083,3
1095,có bao nhiêu giường với tủ đầu giường ở giữa chúng,hai,197859,1
1096,có bao nhiêu ngã tư với tháp đồng hồ ở giữa,bốn,466536,1
1097,màu của bàn là gì,màu nâu,151170,2
1098,thư viện có bàn và đóng cái gì với một người đang học,laptop,509811,0
1099,những gì chứa đầy cây xanh,lọ cắm hoa,549300,0
1100,những gì lấy túi tại sân bay,đường ray,422280,0
1101,những gì có những gì ở cuối thân của mình,con voi,550872,0
1102,người đàn ông đang đi bộ bên ngoài gần xe buýt và tòa nhà ở đâu,đường,237064,3
1103,cô gái nằm xuống trên đường là gì với những người khác nhìn và vẽ cỗ xe đang đậu tại lề đường,con ngựa,552273,0
1104,những gì đang ngồi trên một nhánh cây,con chim,504921,0
1105,những gì đi bộ qua lãnh nguyên tuyết,gấu,561027,0
1106,đổ những gì một mình trên đường với các tòa nhà và cây trần và cây bụi đằng sau nó,xe tải,454382,0
1107,những gì đang được sử dụng trên gác lửng của một nhà hàng,máy vi tính,519471,0
1108,người đàn ông đã thoát khỏi đâu,con thuyền,436717,3
1109,con mèo đang đi lang thang ở đâu,chậu,516636,3
1110,màu sắc của đội là gì,màu xanh lá,364885,2
1111,màu sắc của trang phục là gì,màu xanh dương,253266,2
1112,có bao nhiêu chiếc thuyền được cập bến cùng nhau trong ngày nhiều mây,ba,404,1
1113,những gì đang phát triển bên trong chai màu xanh lá cây,cây,580608,0
1114,những gì đang trong một bến du thuyền bị ngập lụt,băng ghế,474862,0
1115,màu của chiếc mũ là gì,màu cam,33272,2
1116,màu sắc của những con chim là gì,màu nâu,336267,2
1117,cái đang đỗ ở bên đường là gì,xe tải,569565,0
1118,người phụ nữ tắm cho hai đứa trẻ ở đâu,bồn tắm,176947,3
1119,màu sắc của nở hoa là gì,màu đỏ,8773,2
1120,màu của sàn là gì,màu nâu,267552,2
1121,người phụ nữ và một đứa trẻ ngồi ở đâu,phòng bếp,75114,3
1122,con mèo đen nhỏ đang ngồi ở đâu,cái túi,51095,3
1123,bàn phím và chuột máy tính có bao nhiêu bảng,bốn,297426,1
1124,có bao nhiêu người ngồi xuống và cầm bộ điều khiển wii,ba,62455,1
1125,màu của lá là gì,màu xanh lá,72592,2
1126,người đàn ông trên nhà vệ sinh uống bia và hút gì,thuốc lá,474095,0
1127,con mèo đang chơi xung quanh đâu,vali,119614,3
1128,sự phù hợp hoàn hảo cho chiều cao của anh ấy là gì,ván lướt sóng,522163,0
1129,những gì đang bay trong sự hình thành dưới những đám mây,máy bay,513098,0
1130,những gì đang đón hành khách dọc đường,xe đẩy,395752,0
1131,những gì được gắn vào tường với những tấm ngăn nhỏ màu trắng,bồn tiểu,577796,0
1132,những gì nằm trên đường dây điện với cành cây trong nền,con chim,344624,0
1133,những gì đang di chuyển bên cạnh một con đường nước trên đường ray xe lửa,tàu hỏa,472881,0
1134,có bao nhiêu người lớn đứng xung quanh khu vực hành lý ở cảng,năm,447457,1
1135,người phụ nữ làm việc bên cạnh cô ấy ở đâu,phòng bếp,283615,3
1136,có bao nhiêu con ngựa vằn làm ở sở thú triển lãm lang thang trên đồng cỏ,ba,170428,1
1137,màu của áo là gì,màu đen,65209,2
1138,màu của chiếc xe đang chạy là gì,màu đỏ,49338,2
1139,có bao nhiêu người đang cười trên chiếc ghế dài màu cam,ba,403743,1
1140,màu sắc của các ngôi sao là gì,màu trắng,236769,2
1141,con mèo và một con mèo nhồi bông ở đâu,cái ghế,299933,3
1142,những gì nằm trên miếng lót chuột bên cạnh ipod,chuột,568982,0
1143,"những gì sơn màu đỏ, trắng và xanh",vòi,479195,0
1144,có bao nhiêu con voi nâu lớn đi trên cát gần khu vực rừng rậm,hai,542350,1
1145,màu của áo là gì,màu đỏ,430654,2
1146,những gì dựa vào bức tường xi măng graffitied,xe đạp,506577,0
1147,những gì đang bay bên cạnh nhau trên bầu trời,máy bay,457687,0
1148,"đường ống dẫn nước bị hở ở đâu, với đường ống và dây điện",phòng tắm,250607,3
1149,những gì đang chăn thả trên đồng cỏ,con cừu,490708,0
1150,những gì được đặt ra để nhìn ra cửa sổ,hươu cao cổ,442661,0
1151,người phụ nữ trong một chiếc áo sọc giữ gì,bức ảnh,530500,0
1152,màu của bàn tay là gì,màu tía,269557,2
1153,màu của giỏ là gì,màu xanh lá,568572,2
1154,màu mắt là gì,màu vàng,545804,2
1155,những gì giữ một cái gối màu trắng trong tay nó,gấu,571678,0
1156,những gì đang di chuyển trên đường ray tàu bên cạnh một loại cỏ,tàu hỏa,506416,0
1157,một phòng khách trên lầu được trang trí đẹp đẽ và chứa những gì,cỗ máy,526414,0
1158,màu của con ngựa là gì,màu nâu,567055,2
1159,có bao nhiêu con ngựa vằn đang nhìn vào con ngựa vằn khác,một,41908,1
1160,có bao nhiêu con hươu cao cổ đang đi bên cạnh những chiếc ô tô trên đường phố thành phố,hai,123008,1
1161,em bé ngồi ở đâu,cái ghế,352155,3
1162,cái gì đang uống sữa từ mẹ nó,ngựa rằn,426075,0
1163,có bao nhiêu người trong bộ đồ bơi lội đang lướt sóng trên đại dương,bốn,143320,1
1164,tuyết đã bao phủ trong những ngọn núi là gì,băng ghế,455044,0
1165,màu của áo là gì,màu xanh lá,313720,2
1166,hai người đàn ông đang chơi trò chơi điện tử ở đâu,phòng,544850,3
1167,những gì sơn màu xanh và màu vàng đang di chuyển trên đường đua,động cơ,560675,0
1168,người đàn ông trên xe đạp đang chuẩn bị đồ uống ở đâu khi phụ nữ đứng gần đó,máy xay,507444,3
1169,có gì đang ngồi trên sông,con thuyền,455040,0
1170,những gì chứa đầy lò nướng trên bếp và lò vi sóng,phòng bếp,432150,0
1171,con ngựa kéo những gì đang đi trên một con phố,xe,495786,0
1172,có bao nhiêu cảnh sát trong một đám đông với những chiếc xe máy đầy màu sắc,ba,356263,1
1173,màu của bầu trời là gì,màu xanh dương,433968,2
1174,màu của gạo là gì,màu trắng,4579,2
1175,cái gì giơ mũi trên giường,con voi,572899,0
1176,hai thương nhân chuẩn bị bánh ngọt ở đâu,cửa hàng,73470,3
1177,có bao nhiêu chiếc máy bay đang bay trên bầu trời trong đội hình,bốn,356097,1
1178,màu sắc của bông hoa là gì,màu vàng,314561,2
1179,những gì chứa đầy trái cây và kem trên bàn,máy xay,501029,0
1180,bánh sandwich với rau xắt nhỏ ở đâu,thùng chứa,345411,3
1181,con chó nhỏ ngắm nhìn ở đâu,gương,103318,3
1182,những gì bao gồm rau và thịt,đĩa ăn,385174,0
1183,những chiếc bàn phủ đầy tuyết,quán ăn,413626,0
1184,hai đầu bếp bắt đầu công việc chuẩn bị ở đâu,quán ăn,570951,3
1185,cái gì đang ngồi trong lò nướng,đồ chơi,362482,0
1186,nơi nào một số hươu cao cổ và đà điểu sống,vườn bách thú,278393,3
1187,người phụ nữ selfie ở đâu,gương,218060,3
1188,những gì chứa bánh rán và một tách cà phê,cái mâm,571847,0
1189,những gì đang được chuẩn bị trong chảo bao gồm hành tây và bông cải xanh,bữa ăn,421703,0
1190,màu của dấu là gì,màu xanh dương,152038,2
1191,những gì đang đi xuống đường ray xe lửa,tàu hỏa,450464,0
1192,cái gì trong cái bình màu nâu,bông hoa,374677,0
1193,ba người đàn ông đang ngồi ở đâu,cửa tiệm,304765,3
1194,màu của con chó là gì,màu nâu,318467,2
1195,người phụ nữ và một đứa trẻ ở đâu,sân vận động,519939,3
1196,cái gì đã làm cho trông giống như xúc xích và một chai tương cà,bánh,380300,0
1197,gia đình đang ngồi ở đâu,phòng,140867,3
1198,những gì đang ngồi trên đỉnh gỗ,con chim,386146,0
1199,những gì được bao phủ bởi hình ảnh và giấy tờ trong một nhà bếp,tủ đá,531086,0
1200,những gì nằm trong lòng bàn tay của ai đó,thiết bị,462643,0
1201,màu của cỏ là gì,màu xanh lá,401235,2
1202,những thứ đang đứng trong một cây bút là gì,hươu cao cổ,507042,0
1203,những gì sơn màu xanh với bồn rửa lộn xộn,phòng tắm,441473,0
1204,người phụ nữ trong đỉnh trắng và hai cô gái đang giữ gì,donut,499866,0
1205,màu của xe là gì,màu xanh dương,501957,2
1206,màu của nút là gì,màu xanh lá,438315,2
1207,màu của dấu hiệu là gì,màu xanh lá,428495,2
1208,màu của băng ghế là gì,màu xanh dương,394229,2
1209,những gì đang đi xuống đường dọc theo cáp,xe đẩy,434867,0
1210,cái gì đang hướng về phía hai chiếc ghế,đi văng,364580,0
1211,ăn thức ăn là gì,ngựa rằn,408542,0
1212,màu sắc của các dấu hiệu là gì,màu xanh lá,337062,2
1213,những gì đang nhìn vào con dao,con mèo,569333,0
1214,có bao nhiêu con hươu cao cổ đi bộ và đứng gần vài cái cây,ba,521678,1
1215,đứa trẻ đang nằm ở đâu,giường,567439,3
1216,rau xanh đang chứa ở đâu,bát,3234,3
