,question,answer,img_id,type
2493,mọi người đang chọn hành lý của họ ở đâu,sân bay,249226,3
2494,màu của bầu trời là gì,màu xám,364303,2
2495,những gì đang đứng cạnh một con voi con,con voi,514979,0
2496,những gì với chuối xắt nhỏ trên bàn,bát,549518,0
2497,những gì sắp xếp độc đáo din một hộp,donut,458313,0
2498,một nửa bị ăn là gì nằm giữa đường,donut,554340,0
2499,thứ chứa đầy không có gì ngoài,tàu hỏa,368038,0
2500,màu của thứ kẻ sọc là gì,màu trắng,103580,2
2501,xe buýt hai tầng đang đậu ở đâu,tòa nhà,455333,3
2502,ba người đang chơi ở đâu,hồ bơi,98162,3
2503,em bé đang ngủ ở đâu giữa nhiều cuốn sách ảnh,giường,332270,3
2504,màu của mũ bảo hiểm là gì,màu đỏ,270524,2
2505,màu của nhà vệ sinh là gì,màu xanh lá,507495,2
2506,phụ nữ đang ăn thức ăn ở đâu,quán ăn,281557,3
2507,con ngựa đã kéo những gì với những người ở phía sau,xe,500583,0
2508,ga tàu điện ngầm với nhiều người lên và xuống tàu cái gì,xe điện ngầm,518197,0
2509,màu của xe đạp là gì,màu đỏ,88123,2
2510,những gì được trang trí với màu hồng và búp bê,phòng ngủ,402639,0
2511,những gì dùng để chế biến các loại pizza khác nhau,chảo,568276,0
2512,màu của con mèo là gì,màu trắng,554564,2
2513,những gì trên bảng trên một quầy trong một nhà bếp,công cụ,460378,0
2514,đứa trẻ đang kiểm tra bột pizza ở đâu,tạp dề,363146,3
2515,có bao nhiêu người với vợt tennis trò chuyện tại mạng,ba,508855,1
2516,phòng tắm được phản chiếu ở đâu,gương,564646,3
2517,có bao nhiêu con bò trắng đang ngồi trong khu trang trại,hai,518363,1
2518,những gì dính lên từ sóng biển,ván lướt sóng,391214,0
2519,những gì trên cát trên bãi biển,chiếc ô,490337,0
2520,con mèo đang nằm ở đâu,cái ghế,339987,3
2521,trang trí công phu trên màn hình phía sau một vỏ kính,đồng hồ,393768,0
2522,có bao nhiêu xe máy cảnh sát đang ngồi cạnh nhau trên bãi cỏ,ba,470423,1
2523,quan điểm của một đường phố vào ban đêm,vòi,412551,0
2524,hai đứa trẻ đã đánh răng ở đâu,phòng tắm,339597,3
2525,màu của quả bóng là gì,màu vàng,446351,2
2526,những gì dừng lại ở bên đường,xe buýt,455085,0
2527,những gì đậu trên mảnh tre,con chim,412693,0
2528,màu của gấu là gì,màu trắng,282419,2
2529,có bao nhiêu con cừu trên đồng cỏ vào một ngày nắng,mười,353302,1
2530,những gì đang lái xe khỏi nhà máy điện hạt nhân,tàu hỏa,428168,0
2531,người phụ nữ đang ở đâu,lối đi,335027,3
2532,màu của xe đang chạy là gì,màu xanh dương,264797,2
2533,những gì đang nhìn trên đỉnh đồi,con cừu,541991,0
2534,ba bông hoa đỏ cắm ở đâu,lọ cắm hoa,138342,3
2535,những gì trong bình trong tuyết,bông hoa,451561,0
2536,những gì đậu trên cành cây,con chim,435671,0
2537,màu sắc của người đó là gì,màu đen,142262,2
2538,những gì thắp sáng vào ban đêm với một lá cờ mỹ ở trên đỉnh,tòa tháp,485773,0
2539,những gì trong phòng khách dưới tivi,giường,398209,0
2540,những gì mỉm cười từ vòng vây của nó ở sở thú,gấu trúc,490720,0
2541,những gì đang đứng cùng nhau trên sân bên ngoài,con bò,522430,0
2542,những gì đang kéo một chiếc xe ngựa đi bộ qua một con phố đông đúc,con ngựa,519361,0
2543,có bao nhiêu người đứng gần nhau ném đĩa ném,hai,179060,1
2544,những gì được hiển thị trên đường đi bộ,vòi,528731,0
2545,màu của cây là gì,màu xanh lá,251264,2
2546,màu của vòi nước là gì,màu đỏ,416936,2
2547,có bao nhiêu con dê lông đang đi bộ lên một con đường mòn trên đồi,ba,206397,1
2548,màu của cà vạt là gì,màu nâu,479120,2
2549,màu của vali là gì,màu đen,208834,2
2550,hai người đàn ông đang nhìn lửa ở đâu,lò vi sóng,470046,3
2551,màu sắc của các mẫu là gì,màu đen,104718,2
2552,màu của vòi nước là gì,màu trắng,304065,2
2553,cô gái trẻ đang nằm ở đâu,vali,380924,3
2554,những gì chứa đầy hai con chó nóng và khoai tây chiên,cái mâm,397734,0
2555,những gì được kéo qua để đón hành khách,xe buýt,447569,0
2556,xe lửa màu vàng ở đâu với những người trên chúng,trạm,572840,3
2557,màu của xe buýt là gì,màu đỏ,251084,2
2558,những gì đang nằm trên đỉnh trên một nồi màu đen,con mèo,433075,0
2559,những gì nhiều lớp lớn với nến dính ra khỏi nó,bánh,461378,0
2560,màu của áo khoác là gì,màu xám,249336,2
2561,màu sắc của đồ chơi là gì,màu tía,316477,2
2562,màu của quả táo là gì,màu xanh lá,510596,2
2563,có bao nhiêu vòi chữa cháy màu vàng đang ngồi trên bãi cỏ gần một cây xăng cạnh biển hiệu đường phố,một,477831,1
2564,hai người đàn ông mang về bãi biển cái gì,bảng,480210,0
2565,màu của bồn là gì,màu trắng,488295,2
2566,có bao nhiêu người cưỡi trên năm con ngựa dọc theo mép nước,năm,124562,1
2567,có bao nhiêu người đang cầm ô chờ trên đường,ba,397815,1
2568,những gì được phủ trên với món tráng miệng và kem,đĩa ăn,573196,0
2569,màu của đồ nội thất là gì,màu nâu,441058,2
2570,màu sắc của sọc là gì,màu cam,275939,2
2571,tàu nào đi xuống đường ray xe lửa,động cơ,414068,0
2572,cô gái đang đứng ở đâu,đường,473912,3
2573,những gì đỗ trên đường phố,xe ô tô,472598,0
2574,dày những gì với rau trưng bày trên bàn gỗ,pizza,549885,0
2575,có bao nhiêu chiếc bánh rán chồng chất với nhau trên đĩa nhỏ,ba,312536,1
2576,cái gì mắc vào bánh mì thịt kéo,cái nĩa,517861,0
2577,những gì đang đi qua một khu vực đồng cỏ cùng nhau,ngựa vằn,443591,0
2578,những gì đỗ bên cạnh sông ngập nước,xe đạp,508672,0
2579,băng ghế gỗ ở đâu,sân vườn,204424,3
2580,người đàn ông trẻ đang đội mũ khi đứng ở đâu,phòng bếp,550746,3
2581,hai chiếc khăn hình những gì trên giường với gối,con voi,572899,0
2582,cái gì đang đậu ở phía trước của một tòa nhà gạch đỏ,xe buýt,352481,0
2583,người phụ nữ cưỡi trượt xuống một bên tuyết bao phủ là gì,núi,440062,0
2584,có bao nhiêu ngọn nến thắp sáng trên chiếc bánh sinh nhật tự làm,năm,428995,1
2585,có bao nhiêu con hươu cao cổ đứng cạnh nhau trước cây,hai,452341,1
2586,một số người ở đâu,con thuyền,137362,3
2587,cái gì đậu trước cửa hàng bánh rán,xe máy,360673,0
2588,màu của cổ áo là gì,màu đỏ,550063,2
2589,cái gì đang bị treo trên móc,đồ chơi,473942,0
2590,con mèo đang đẩy đầu ở đâu,cửa,127744,3
2591,một con mèo màu cam và trắng đang ngồi ở đâu,xe ô tô,349777,3
2592,anh chàng trong một chiếc áo khoác màu xanh lá cây và màu vàng ăn gì,sandwich,498765,0
2593,có bao nhiêu con cừu đang thò mũi qua hàng rào dây thép,hai,518335,1
2594,nhiều những gì đi qua một khu vực rừng nhiều,con voi,471497,0
2595,người đàn ông trẻ đang đeo cà vạt ở đâu,ô cửa,259366,3
2596,màu của con chó là gì,màu đen,23594,2
2597,những gì nằm trên bàn như một con chó nghiêng đầu về phía nó,tách,521348,0
2598,cái gì được kéo sang bên đường,xe buýt,340701,0
2599,màu của con bò là gì,màu nâu,84956,2
2600,màu của dĩa nhựa là gì,màu vàng,564483,2
2601,pizza chứa ở đâu,hộp,129305,3
2602,màu của ghế là gì,màu xám,11222,2
2603,màu của bảng là gì,màu trắng,70164,2
2604,những gì đỗ trong khu vực lưu trữ,xe buýt,448964,0
2605,nhà vệ sinh không có chỗ ngồi ở đâu,phòng tắm,441483,3
2606,những gì nằm bên cạnh đồng hồ thu nhỏ,đồng hồ,482487,0
2607,con mèo đang ngồi ở đâu,cái ghế,182995,3
2608,cặp vợ chồng xe tay ga đang ở đâu,tòa nhà,486595,3
2609,cái gặm nhấm này trên một nhánh trong khi một con vẹt khác đồng hồ,con vẹt,537301,0
2610,màu của băng ghế là gì,màu xanh dương,350592,2
2611,cái gì đang đi xuống con đường về phía hai biển báo đường phố,xe ô tô,499388,0
2612,màu của xe máy là gì,màu cam,8439,2
2613,màu của dấu hiệu là gì,màu xanh dương,126590,2
2614,những gì kéo sà lan đằng sau nó qua nước,con thuyền,492196,0
2615,có bao nhiêu lọ đang ngồi trên màn hình và được chiếu sáng,ba,213203,1
2616,những gì đang di chuyển dọc theo các đường ray bên cạnh một ngôi nhà,tàu hỏa,461628,0
2617,màu của con bò là gì,màu nâu,60599,2
2618,những gì nằm bên cạnh một chiếc máy bay khác,máy bay,556597,0
2619,màu của bầu trời là gì,màu xanh dương,538916,2
2620,có bao nhiêu người đang đeo ván trượt bám vào cột trượt tuyết,hai,56187,1
2621,màu của con mèo là gì,màu đen,411160,2
2622,cái gì đang ngồi trên đĩa trắng,pizza,365305,0
2623,hai con ngựa vằn cọ đầu vào nhau đằng sau làm gì,rào chắn,341950,0
2624,cặp vợ chồng đang đứng ở đâu,phòng,314849,3
2625,con mèo đang nằm ở đâu,giường,34415,3
2626,có bao nhiêu con ngựa dự thảo đang làm việc trong một trang trại vào khoảng năm 1932,sáu,564232,1
2627,màu của thuyền buồm là gì,màu trắng,498529,2
2628,theo sau là dòng xe ô tô,động cơ,344816,0
2629,có bao nhiêu chiếc bánh pizza cỡ nhỏ trên bàn,ba,485288,1
2630,màu của dĩa nhựa là gì,màu đỏ,541944,2
2631,người đang đưa tay ra ở đâu,đường phố,535898,3
2632,màu của điện thoại là gì,màu đỏ,165559,2
2633,rau xanh đang chứa ở đâu,bát,3234,3
2634,kem sô cô la được lấp đầy là gì và sắp được ăn,donut,445695,0
2635,những gì đỗ bên cạnh đồng hồ đỗ xe trước nhà để xe,xe ô tô,471097,0
2636,màu sắc của bông hoa là gì,màu trắng,421059,2
2637,màu của con mèo là gì,màu trắng,109148,2
2638,màu của quả bóng là gì,màu xanh dương,444692,2
2639,người phụ nữ trong đỉnh trắng và hai cô gái đang giữ gì,donut,499866,0
2640,một ngọn lửa chuyển đổi cổ điển màu đỏ bị bỏ rơi cái gì,xe tải,363887,0
2641,những gì đứng yên trong môi trường sống của chúng,ngựa vằn,509588,0
2642,những gì đỗ trong bãi đậu xe,xe máy,520326,0
2643,con chó đen và trắng vừa có những gì,dĩa nhựa,369541,0
2644,người phụ nữ mặc những gì đã có mang một túi dù che và đã mở hai chiếc,mặt trời,465074,0
2645,màu của máy bay là gì,màu vàng,111707,2
2646,những gì đứng đầu với máy tính xách tay bên cạnh một máy tính xách tay khác,cái bàn,544121,0
2647,có bao nhiêu hộp nhựa đựng đầy rau củ đã cắt,sáu,459463,1
2648,những gì có một số văn bản và một hình ảnh,điện thoại,499266,0
2649,bức tường kính trong phòng tắm nhà đã làm gì,vòi hoa sen,374707,0
2650,màu sắc của bông hoa là gì,màu tía,176414,2
2651,người đàn ông đang thiết lập chuồng chim của mình ở đâu,phòng,241851,3
2652,người đang ở đâu với một chiếc ô đen và trắng,ô cửa,281602,3
2653,một số cô gái và một người đang làm món ăn ở đâu,phòng bếp,2083,3
2654,có bao nhiêu người nấu ăn trong bếp nhà hàng,bốn,449197,1
2655,có bao nhiêu chiếc phà trắng đang lướt qua nhau trên một vùng nước,hai,380109,1
2656,một giấc ngủ ở đâu,giường,560153,3
2657,màu của lửa là gì,màu đỏ,501002,2
2658,màu của lửa là gì,màu vàng,472166,2
2659,trường hợp một mặt phẳng nhỏ màu trắng và đỏ,ga-ra,327368,3
2660,màu sắc của bông hoa là gì,màu trắng,443315,2
2661,trạm xe buýt hai tầng đã dừng ở đâu,đường phố,246573,3
2662,bao nhiêu người đàn ông nhìn vào máy ảnh trong khi một người khác nhìn đi chỗ khác,một,439765,1
2663,người phụ nữ mỉm cười đang ở đâu,sân vườn,430092,3
2664,những gì cao chót vót trên thành phố london,đồng hồ,415413,0
2665,những gì chứa đầy máy tính xách tay,cái bàn,570782,0
2666,phục vụ món thịt hầm bông cải xanh ở đâu,bát,508592,3
2667,màu của gấu bông là gì,màu tía,55389,2
2668,người đàn ông trong một cái cà vạt giữ những gì,tách,553709,0
2669,những gì đang đi xuống một số đường ray,động cơ,471737,0
2670,màu của gấu là gì,màu nâu,261202,2
2671,nhóm nhỏ người dùng bên ngoài là gì,những bức ảnh,493751,0
2672,màu của tường là gì,màu trắng,395259,2
2673,màu của áo vest là gì,màu cam,283350,2
2674,bên cạnh một chiếc xe tải có gì trong tuyết,xe tải,361923,0
2675,màu của con chó là gì,màu trắng,508531,2
2676,con chó lớn cuộn tròn ở đâu,giường,168769,3
2677,toàn cảnh một số nhà vệ sinh thẳng đứng nằm ở đâu,nhà vệ sinh,104015,3
2678,màu của chiếc tàu là gì,màu đen,319427,2
2679,cái gì đóng một phần trên bàn gỗ,laptop,341874,0
2680,màu của máy bay phản lực là gì,màu xám,214932,2
2681,màu của con chó là gì,màu nâu,318467,2
2682,con ngựa kéo bốn người ở đâu,đường,517603,3
2683,những gì bên cạnh máy rửa chén,chậu,517018,0
2684,hai người đàn ông đang kiểm tra một số loại rượu vang ở đâu,phòng,73209,3
2685,"có bao nhiêu đoàn tàu khác nhau, một đoàn tàu có màu xanh lá cây và màu bạc",ba,3003,1
2686,màu của động vật là gì,màu đen,105134,2
2687,màu của gấu là gì,màu đen,537553,2
2688,người phụ nữ nằm ở đâu,vali,529283,3
2689,có bao nhiêu miếng bánh pizza phô mai đang nằm trên đĩa,ba,335072,1
2690,hình ảnh của một người đàn ông đang cầm bàn chải đánh răng được phản chiếu ở đâu,gương,227638,3
2691,màu của gấu bông là gì,màu tía,47944,2
2692,đỗ xe đang được đỗ trong đồng cỏ,xe ô tô,411215,0
2693,những gì đang đứng trên đỉnh của một chiếc đồng hồ,con chim,567383,0
2694,những gì phục vụ trên đĩa với một thức uống bên cạnh nó,sandwich,457566,0
2695,những gì đỗ bên cạnh nhau trên nhựa đường,xe máy,386908,0
2696,màu của xe buýt là gì,màu cam,313131,2
2697,người đang nhìn xuống đâu,trượt tuyết,24915,3
2698,"chuối, táo và cam ở đâu",bát,331505,3
2699,những gì được mở cho hành khách,cửa ra vào,547583,0
2700,hai người phụ nữ đứng và nói chuyện ở đâu,cửa hàng,432349,3
2701,hai người phụ nữ ở đâu,phòng bếp,206628,3
2702,có bao nhiêu con hươu cao cổ quay đầu với những đám mây ở phía sau,bốn,545278,1
2703,"có bao nhiêu người bạn trò chuyện trong nhà bếp, một người đang nấu một bữa ăn",ba,492040,1
2704,cái gì đã làm với bốn cái gối và cái đèn trên bàn,giường,497626,0
2705,con mèo đang ngồi trên ghế ở đâu,phòng,40348,3
2706,những gì đỗ ở phía trước của một ngôi nhà,xe buýt,558539,0
2707,người phụ nữ đang cười và giữ lấy cái gì,bánh ngọt,560470,0
2708,người đàn ông đang chụp ảnh mình ở đâu,gương,113721,3
2709,những gì đang đi qua đường phố được bao quanh bởi cây cối,xe buýt,415536,0
2710,có gì bên cạnh nhau,điện thoại,444770,0
2711,con chim đen lớn bay trên tuyết bao phủ là gì,núi,341567,0
2712,nhóm hươu cao cổ ở đâu,chuồng,445768,3
2713,màu của máy ảnh là gì,màu đỏ,185209,2
2714,hình ảnh của một động vật vườn thú là gì,bức ảnh,449981,0
2715,có bao nhiêu con voi đi bộ dọc theo con đường lát đá,ba,4208,1
2716,đang ăn cỏ gần mặt nước làm gì,con cừu,340272,0
2717,màu của gấu là gì,màu tía,547100,2
2718,một bồn tắm trắng tiêu chuẩn nằm ở đâu,phòng tắm,231732,3
2719,những gì được trang trí đẹp và giữ máy khâu,phòng,526414,0
2720,có bao nhiêu đĩa pizza ngồi trên đỉnh bàn gỗ,bốn,510564,1
2721,màu của con chó là gì,màu đen,546261,2
2722,những gì đang chăn thả trong đàn trên cánh đồng,con cừu,451102,0
2723,màu của bảng là gì,màu nâu,426548,2
2724,màu của con dao là gì,màu xanh lá,169732,2
2725,hai con chó nâu và trắng đang chơi là gì,dĩa nhựa,421072,0
2726,màu sắc của áo tuyết là gì,màu tía,105600,2
2727,màu của con mèo là gì,màu cam,465495,2
2728,tủ lạnh cũ đang ở đâu,ga-ra,86797,3
2729,màu sắc của quần vợt là gì,màu xám,256855,2
2730,những thứ màu tím nối trên một tấm vải màu tím đã làm gì,đồ chơi,369998,0
2731,"hai lò nướng ở đâu, và một trong số chúng đang được sử dụng",quán ăn,189278,3
2732,người đàn ông lấy gì từ tủ lạnh gần sân tennis,nước,356648,0
2733,người phụ nữ nằm ở đâu,giường,282943,3
2734,cái gì đang bay trên bầu trời xanh thẳm,máy bay,379453,0
2735,những gì đứng ở rìa của một số cây,hươu cao cổ,392933,0
2736,màu của cà vạt là gì,màu xám,239586,2
2737,bàn chân ai đó đang đặt cạnh đâu,cái túi,66085,3
2738,có bao nhiêu điểm tương phản đánh dấu sự đi qua của các máy bay phản lực này trong sự hình thành,bảy,290192,1
2739,những gì đang đi qua cơ thể của nước,con thuyền,551692,0
2740,những gì cuộn tròn thân cây của nó trong một bao vây có rào chắn,con voi,438919,0
2741,con ngựa đã kéo những gì với những người trong xe,xe,500583,0
2742,những gì được ngồi trên cành cây,con chim,492349,0
2743,cái xúc xích dài hơn cái bánh mì và có cái gì ép chặt vào nó,phô mai,451598,0
2744,những gì được sắp xếp rất gọn gàng với thiết bị điện tử,cái bàn,392476,0
2745,những gì chứa đầy rau xanh trên một mặt đất ngâm,bát,410670,0
2746,có bao nhiêu người trên ván trượt tạo dáng trên đồi tuyết,ba,346795,1
2747,có bao nhiêu người đàn ông cầm gậy bóng chày đứng trên một cánh đồng,ba,564676,1
2748,người đàn ông cưỡi những gì trên mặt đất phủ tuyết,ván trượt,505156,0
2749,bàn phím và chuột máy tính có bao nhiêu bảng,bốn,297426,1
2750,có bao nhiêu chiếc vali đã mở trên sàn nhà,năm,304698,1
2751,hai người đang ngủ ở đâu,phòng,210683,3
2752,hai người ngồi ở đâu,băng ghế,388527,3
2753,người đàn ông và người phụ nữ giữ những gì,dao,414201,0
2754,màu của bông hoa là gì,màu đỏ,139333,2
2755,màu của cái bát là gì,màu xanh dương,6800,2
2756,người đàn ông ở đâu,xe lăn,120061,3
2757,có bao nhiêu người đang bước ra đại dương với ván lướt sóng,bốn,432334,1
2758,những gì được hiển thị với bồn tắm và quầy,sân khấu,442009,0
2759,màu của cà vạt là gì,màu xanh dương,555906,2
2760,con chó nhìn ra cửa sổ ở đâu,xe ô tô,119805,3
2761,các tòa nhà gạch cũ được phản chiếu ở đâu,cửa,441969,3
2762,màu của con bò là gì,màu trắng,71828,2
2763,màu sắc của uống là gì,màu tía,556306,2
2764,nơi nấu đồ ăn với phô mai và hành tây,cái rổ,523211,3
2765,người đàn ông đang nằm ở đâu,giường,367977,3
2766,hai người giữ những gì,ván trượt,437262,0
2767,cái gì đang đậu trên đường phố,xe đẩy,373140,0
2768,cuốn sách mở ở đâu,vali,473433,3
2769,màu của áo là gì,màu nâu,302932,2
2770,những gì nuôi con chim của cô ấy bởi tổ,con chim,409701,0
2771,nhiều chậu và chảo chồng chất ở đâu,chậu,396461,3
2772,có bao nhiêu cô gái mặc kimono tông hồng nhật bản tại starbucks,bốn,430257,1
2773,những gì dính lên khỏi sóng lớn,ván lướt sóng,391214,0
2774,màu của cà vạt là gì,màu cam,253470,2
2775,có bao nhiêu con hươu cao cổ đang đứng cùng nhau trên cánh đồng với hai con tê giác ở phía sau,ba,414850,1
2776,nhóm người đang đứng trong phòng là gì và một trong số họ đang xem,những bức ảnh,366104,0
2777,những gì đỗ bên cạnh nhau trên giá xe đạp,xe đạp,507249,0
2778,"xe buýt hai tầng ở edinburgh là gì, scotland; một tour du lịch",xe buýt,524775,0
2779,màu của chiếc thuyền là gì,màu vàng,560173,2
2780,những gì gắn với cột gần đại dương,con ngựa,481281,0
2781,có bao nhiêu người đàn ông đang chạm tay nhau dưới mái nhà bạt màu đỏ,hai,6906,1
2782,những gì ngồi trên hàng rào gỗ trong rừng,con chim,388902,0
2783,đang ăn gì khi ngồi trên tảng đá,con khỉ,360318,0
2784,phụ nữ lớn tuổi đang cầm cái gì,laptop,556862,0
2785,có bao nhiêu người đang ngồi trên những chiếc ghế nhựa màu trắng có đầu rồng lớn phía sau họ,bốn,417469,1
2786,những gì ngồi trên bồn rửa,bàn chải,403863,0
2787,cậu bé chỉ ở đâu,phòng bếp,172680,3
2788,đứa trẻ nhỏ đang ngồi ở đâu,chậu,274758,3
2789,màu của tường là gì,màu trắng,304627,2
2790,có bao nhiêu con bò đang đi dạo trên bãi cỏ cao,năm,161499,1
2791,đội trượt tuyết đang cưỡi lên bờ tuyết bao nhiêu bên,một,83858,1
2792,cặp phụ nữ đứng ở đâu,phòng bếp,517403,3
2793,có bao nhiêu trẻ nhỏ đang chơi bên ngoài,ba,127522,1
2794,những gì trong giá đỡ thủy tinh,hoa hồng,506748,0
2795,những gì được xếp chồng lên nhau trên giỏ hàng,vali,561750,0
2796,những gì đỗ sau tòa nhà,xe tải,489861,0
2797,những gì được hiển thị với quần áo trên đó,giường,546245,0
2798,màu của ria mép là gì,màu trắng,429059,2
2799,có bao nhiêu con cừu nằm trên tuyết với đầy đủ áo lông cừu,năm,239861,1
2800,màu của xe buýt là gì,màu vàng,461510,2
2801,màu của cưỡi là gì,màu xanh dương,69081,2
2802,huấn luyện viên giữ thăng bằng gì trước đội của cô ấy,quả bóng,531126,0
2803,có bao nhiêu người đang đứng trong bếp gần một hộp bánh đang mở,bốn,414002,1
2804,có bao nhiêu người đang cầm con dao bên trên chiếc bánh trong khi một người phụ nữ ngồi sang một bên,năm,316238,1
2805,nhóm bò đi bộ ở đâu,đường phố,21206,3
2806,màu của con mèo là gì,màu xám,419273,2
2807,người phụ nữ đang chụp một bức ảnh của mình ở đâu,gương,439971,3
2808,người phụ nữ trẻ trượt ván ở đâu,chậu,163239,3
2809,có bao nhiêu chiếc bánh rán trong chảo đang được nấu chín,bảy,203388,1
2810,những gì phải ngon vì một nửa của nó đã biến mất rồi,bánh,468022,0
2811,những gì đang bay trên bãi biển,diều,421865,0
2812,cái gì bên cạnh vỏ điện thoại dệt kim,điện thoại,340637,0
2813,người phụ nữ nằm ở đâu,giường,343570,3
2814,có bao nhiêu người đang cầm ô và một cái giỏ lớn đi qua cánh đồng cây cao,ba,2672,1
2815,những gì đang ngồi trên đường băng tại một sân bay,máy bay,409052,0
2816,một số hình ảnh treo lên ở đâu,phòng tắm,352233,3
2817,những gì đang ngồi trên cành cây,con chim,440706,0
2818,người đàn ông đứng ở đâu bên cạnh áo sơ mi,áo vest,153123,3
2819,có nhiều loại rau và trái cây ở đâu,bát,221894,3
2820,máy bay biên giới ngồi ở đâu,ga-ra,20727,3
2821,những gì đang đứng trong rừng cây,hươu cao cổ,504414,0
2822,màu của con mèo là gì,màu xám,308812,2
2823,cô gái mang theo gì dưới cánh tay của cô ấy,diều,397151,0
2824,có bao nhiêu người đàn ông với ván trượt tuyết đang đứng trên tuyết,năm,520195,1
2825,những gì đang ngồi bên máy tính xách tay mở trên bàn,con mèo,541267,0
2826,những gì đang đi xuống các đường ray bên cạnh đường cao tốc,tàu hỏa,547839,0
2827,những gì xếp hàng tại cơ sở trong nhà ở khu vực đô thị,xe buýt,448964,0
2828,người đàn ông cầm cái gì trong khi mặc một chiếc áo sơ mi sặc sỡ,máy ảnh,340209,0
2829,màu của con mèo là gì,màu xám,411485,2
2830,có bao nhiêu con cừu trắng đứng trên đồi cỏ,hai,203299,1
2831,người đàn ông giữ cái gì cho cái lưỡi nhô ra của mình,cây kéo,463070,0
2832,người đàn ông đang nằm ở đâu,giường,276491,3
2833,pizza đang ở đâu,hộp,379845,3
2834,có bao nhiêu con ngựa nâu trong khu vực có hàng rào đất,ba,207715,1
2835,nhóm người đang ngồi ở đâu,ga-ra,186412,3
2836,cái gì kéo một người trong một chiếc xe đẩy nhỏ,con ngựa,479938,0
2837,những gì đang cưỡi trên đỉnh của một con tàu,con voi,447927,0
2838,cái gì đang bị đẩy vào một khối dao,dao,370842,0
2839,có bao nhiêu chiếc máy bay nhỏ ngồi trong giá treo sạch,ba,515684,1
2840,những gì đang cúi xuống ăn một ít cỏ,ngựa rằn,445439,0
2841,"xe van, xe máy và xe đạp trẻ em đậu ở đâu",đường phố,270211,3
2842,những gì trên bãi cát,con thuyền,484321,0
2843,xúc xích đang được phục vụ ở đâu trên một cuộn tròn,quán ăn,83862,3
2844,những gì được đậu trên mép giường,con mèo,435299,0
2845,màu của khói là gì,màu đỏ,417679,2
2846,cái gì mà cái máy rút đá bạc trên một viên gạch rám nắng,sàn nhà,515176,0
2847,có bao nhiêu người giữ những chiếc ô đầy màu sắc trong một đoạn tối,hai,305667,1
2848,hoa đỏ được cắm ở đâu,lọ cắm hoa,2150,3
2849,màu của con mèo là gì,màu trắng,87629,2
2850,thứ gì đá vào cổ con ngựa bằng hai chân sau,ngựa rằn,357044,0
2851,những gì được treo bên trong tòa nhà để trưng bày,máy bay,477700,0
2852,bàn gỗ cùng với rau và trái cây ở đâu,cửa hàng,130362,3
2853,"hai bồn rửa, bồn tắm và vòi hoa sen đặt ở đâu",phòng tắm,333653,3
2854,màu của hàng rào là gì,màu cam,201000,2
2855,màu mắt là gì,màu vàng,545804,2
2856,màu của con chó là gì,màu đen,208910,2
2857,làm gì có bồn rửa và tủ,phòng bếp,356400,0
2858,chàng trai trẻ đang ăn gì vậy,cà rốt,549427,0
2859,những gì bơi qua một cái ao trống bên ngoài,con vịt,473015,0
2860,màu của xe buýt là gì,màu đỏ,258642,2
2861,màu của xe là gì,màu xanh dương,150641,2
2862,người đàn ông đang cưỡi trên đường là gì,xe đạp,466939,0
2863,những gì đã đậu trong khi cảnh sát đang tụ tập với nhau,xe máy,356263,0
2864,kéo và bút đặt trên một hình tam giác là gì,mặt,430762,0
2865,màu của quả bóng là gì,màu xanh lá,445355,2
2866,những gì trong khu vực kín với một số cỏ,con bò,423336,0
2867,những gì đang đứng cạnh nhau bởi những cái cây,hươu cao cổ,344059,0
2868,màu của xe buýt là gì,màu đỏ,444373,2
2869,người đàn ông nằm ở đâu trên một chiếc ghế dài,phòng,203479,3
2870,cây bồ công anh chết ở đâu,lọ cắm hoa,569530,3
2871,"đĩa có chứa một khẩu phần bông cải xanh, nấu chín và nấm xào",thịt,425848,0
2872,những gì rít rít trong khi đang ngồi trên quầy phòng tắm,con mèo,467675,0
2873,có bao nhiêu lọ đầy hạt với chuối thối treo trên chúng,bảy,480065,1
2874,một con mèo cam đang ngồi ở đâu,cái túi,327328,3
2875,tv là thứ duy nhất chiếm giữ những gì,tường,497928,0
2876,con ngựa kéo một chiếc xe lôi ở đâu,đường phố,202004,3
2877,màu sắc của trang phục là gì,màu tía,419173,2
2878,cái gì đậu trên cành lá,con chim,367433,0
2879,người phụ nữ đang cầm gì để phục vụ bóng,vợt,397101,0
2880,màu của con mèo là gì,màu đen,566016,2
2881,màu của con chim là gì,màu xanh dương,432805,2
2882,một chuyến tàu hiện đại ở đâu,trạm,345152,3
2883,cái gì nằm dưới cửa sổ bên cạnh bồn rửa,bồn tắm,560298,0
2884,những gì chứa đầy các món tráng miệng và bánh,đĩa ăn,573196,0
2885,màu của chiếc đĩa là gì,màu trắng,181975,2
2886,"những gì chứa một số găng tay và những bức ảnh kiểu cũ, với những chiếc cà vạt treo phía trên",hộp,534178,0
2887,con mèo đen lông mịn nằm ở đâu,vali,99314,3
2888,tàu nào tiếp cận nền tảng tàu hỏa,đường sắt,409856,0
2889,người cầm điều khiển tivi nhấn bao nhiêu nút,một,467081,1
2890,cái gì đang đậu trên một trong những chiếc giường,con mèo,515585,0
2891,những gì nằm trên con đường gạch giữa lá,băng ghế,496093,0
