,question,answer,img_id,type
2867,cái gì với nhà vệ sinh và khung ảnh bên trong bồn tắm,phòng tắm,342295,0
2868,bốn vận động viên trượt ván đang biểu diễn ở đâu,đường phố,11159,3
2869,màu của lửa là gì,màu vàng,390288,2
2870,màu của bảng là gì,màu vàng,561715,2
2871,đợi gì trong hàng trước khi khởi hành,xe lửa,341815,0
2872,đầu máy màu vàng và trắng kéo những gì trên đường ray,xe ô tô,434022,0
2873,màu của bầu trời là gì,màu xám,255176,2
2874,"phần nào sơn hàng đầu, trong một khu dân cư",vòi,453390,0
2875,những gì đang tỏa sáng từ một trong hai đồng hồ trên tháp,mặt trời,387833,0
2876,cậu bé ăn gì bên cạnh làn nước trong nhà hàng trên tàu,pizza,514990,0
2877,cái gì ở giữa hồ,con vịt,460972,0
2878,màu của con mèo là gì,màu đen,424760,2
2879,"cà rốt, gạo và đậu ở đâu",cái nồi,154279,3
2880,có bao nhiêu người mỉm cười khi họ đang tạo dáng gần nhau,năm,207058,1
2881,những gì đang được bán trong cửa hàng trong năm mươi bốn xu,chuối,419867,0
2882,đồng hồ đeo tay bật ra từ dưới tay áo như người đàn ông điều chỉnh,cà vạt,392174,0
2883,có bao nhiêu biển báo đứng trước một con phố và các tòa nhà có cửa sổ,hai,398454,1
2884,người đang cầm một hotdog bao bọc bằng gì,giấy bạc,478080,3
2885,cặp ngựa vằn đang chơi đùa ở đâu,chuồng,294104,3
2886,có bao nhiêu người đàn ông cầm ván lướt sóng đứng trên biển,hai,113846,1
2887,có bao nhiêu đồng hồ xếp trên tường hiển thị thời gian ở các nơi khác nhau trên thế giới,năm,475485,1
2888,những gì được xếp hàng ở bên đường,xe máy,580975,0
2889,phía trước nhà thờ cổ điển cũ là gì,bầu trời,513497,0
2890,những gì ngồi trong bến tàu trong nước bẩn,con thuyền,455588,0
2891,màu của hình vuông là gì,màu vàng,507067,2
2892,bồn tắm nằm ở đâu,phòng tắm,299371,3
2893,cảnh sát nhìn về phía đồng nghiệp ở đâu,áo vest,376817,3
2894,người đó chụp hình ảnh của mình ở đâu,gương,319197,3
2895,màu của dĩa nhựa là gì,màu vàng,226294,2
2896,những gì trong giỏ lưới,cây,416326,0
2897,miếng bánh sô cô la ở đâu,thùng chứa,190426,3
2898,"những gì đang đứng một mình trong một đồng bằng rộng, rộng",hươu cao cổ,434735,0
2899,vài người đàn ông đang chơi trò gì khi đi dạo bên nhau,quả bóng,566282,0
2900,con voi đứng ngoài trời nâng cái gì,thân cây,508731,0
2901,màu của tường là gì,màu đỏ,579224,2
2902,cô bé dễ thương ở đâu với mái tóc xoăn,sân,277386,3
2903,con hươu cao cổ băng qua và đi khỏi cây là gì,đường bộ,426948,0
2904,những gì xếp hàng trên đường băng tại sân bay,máy bay,527783,0
2905,những gì bơi cùng nhau trong ao lúc mặt trời mọc,con vịt,449338,0
2906,thước và kéo ở đâu,người giữ,78359,3
2907,bốn người đàn ông sử dụng gì,dao,421955,0
2908,những gì trông như một spa với những đường nét sạch sẽ,phòng tắm,567693,0
2909,"có bao nhiêu đôi chân với tất, một đôi chân trần khác",một,498938,1
2910,người phụ nữ nằm ở đâu,giường,218114,3
2911,trò chơi gì với cái hộp thiếc trên sàn nhà,con mèo,344928,0
2912,màu của con chó là gì,màu nâu,22462,2
2913,một chiếc bàn nhỏ nằm ở đâu,phòng,275980,3
2914,màu của con chó là gì,màu đen,407196,2
2915,những gì nằm trên đỉnh của một chiếc ghế dài với một tấm chăn,con mèo,454601,0
2916,"con chim nằm ở đâu trên một bệ, nhìn",cửa sổ,3249,3
2917,màu của bụi cây là gì,màu xanh lá,556088,2
2918,có bao nhiêu người đàn ông đang ngồi trên bàn và nhìn vào điện thoại của anh ấy,hai,210374,1
2919,tàu đang được chạy trên đường tàu là gì,cây,414068,0
2920,có bao nhiêu chiếc máy bay màu đỏ với làn khói trắng đang bay phía sau họ,bốn,300260,1
2921,những gì đang đỗ trên đường ray tại ga xe lửa,tàu hỏa,418533,0
2922,đứa trẻ trẻ đang giữ gì,chiếc ô,401552,0
2923,bánh sô cô la lớn đang ở đâu,chảo,350706,3
2924,có bao nhiêu con gấu bông nhỏ màu nâu ngồi trên lề đường cạnh một tòa nhà,hai,364850,1
2925,những gì nhìn về phía người xem khi nó đứng cạnh một số cây,hươu cao cổ,495291,0
2926,màu của cái bát là gì,màu trắng,294080,2
2927,"đầy đủ với cà chua, nấm, xúc xích và ớt là gì ",pizza,340015,0
2928,hai người đang chơi boxing ở đâu,phòng,337814,3
2929,cái gì được cắt làm đôi trên một cái đĩa,sandwich,527631,0
2930,những gì được hiển thị vận chuyển lô hàng xe đạp,phương tiện giao thông,551952,0
2931,máy bay mô hình đang được hiển thị ở đâu,bảo tàng,11707,3
2932,con mèo màu cam thò đầu vào đâu,bát,152724,3
2933,hai người mặc những gì trong một nhà bếp,mũ,427341,0
2934,có bao nhiêu con hươu cao cổ thấp cổ trong một cánh đồng cỏ bao quanh,ba,12181,1
2935,có bao nhiêu con bò trên cánh đồng cỏ xanh với bầu trời xanh,hai,424658,1
2936,có bao nhiêu con cừu trắng ăn rau trên bãi cỏ,ba,329629,1
2937,màu của gấu là gì,màu nâu,504280,2
2938,những gì nằm ở giữa bàn,pizza,535933,0
2939,màu của xe buýt là gì,màu đỏ,12626,2
2940,màu của chiếc bình là gì,màu tía,418808,2
2941,người đàn ông đang đi về phía cây ở đâu,xe tải,425447,3
2942,hai con mèo con rúc vào đâu,chậu,350075,3
2943,có bao nhiêu người đàn ông đang chơi trò chơi điện tử cùng nhau,ba,257971,1
2944,xe cứu hỏa đậu ở đâu,ga-ra,213366,3
2945,những gì đang kéo giỏ hàng bằng thùng bia trên đó,con ngựa,459117,0
2946,nhóm phụ nữ tập hợp ở đâu,phòng,2752,3
2947,những gì được bao phủ trong túi nhựa trên một bên đi bộ,xe đẩy,540093,0
2948,cái gì đang đỗ ở bên đường với những chiếc xe khác,xe ô tô,563040,0
2949,màu của áo là gì,màu tía,108407,2
2950,những gì đang ngồi bên cạnh một hàng rào,con thuyền,442286,0
2951,người đàn ông trẻ mang theo những gì trong bộ đồ tắm màu đỏ,ván lướt sóng,581557,0
2952,những gì nằm trên tấm thảm hoa gần cửa sổ phòng khách,con chó,444207,0
2953,xe bán tải xanh chở cái gì,con thuyền,496845,0
2954,màu sắc của đồng hồ là gì,màu tía,101675,2
2955,người phụ nữ đang đọc máy tính bảng của mình ở đâu,giường,377850,3
2956,người đàn ông và một người phụ nữ mang gì ở nhà ga xe lửa,ván lướt sóng,376667,0
2957,có bao nhiêu người lớn tuổi đang ngồi trên băng ghế ngoài trời,bốn,487948,1
2958,xe buýt trường học phản chiếu ở đâu,gương,509815,3
2959,gấu đi lên một số tảng đá ở đâu,chuồng,535766,3
2960,những gì bị rò rỉ vào bên đi bộ,vòi,431573,0
2961,một con mèo giận dữ đang mặc gì lệch một bên,nón,475732,0
2962,có bao nhiêu con ngựa vằn đang chơi trên một số cỏ xanh và nâu,ba,481723,1
2963,cái gì đang ngồi trước một tấm trắng,vali,434915,0
2964,màu của gấu là gì,màu đen,105134,2
2965,màu của thân cây là gì,màu đen,513214,2
2966,người phụ nữ cầm cái gì và mỉm cười trong phòng tắm,bàn chải,351133,0
2967,con chó nhỏ nhỏ đang cuộn tròn ở đâu,vali,385921,3
2968,sáu người đứng ở đâu trong khi một người chụp ảnh,phòng bếp,99511,3
2969,cái gì vươn tới thân cây của nó qua hàng rào về phía một đứa trẻ,con voi,350897,0
2970,cái gì đang được chuyển vào phía sau của một sơ mi rơ moóc,hàng hóa,563926,0
2971,màu của chiếc nơ là gì,màu tía,345238,2
2972,cái gì nằm trên đỉnh tòa nhà gạch,tòa tháp,367452,0
2973,ván lướt sóng đang được hiển thị ở đâu,cửa hàng,362764,3
2974,có bao nhiêu con cừu đang chăn thả tự do trong cánh đồng mở,ba,503575,1
2975,màu của gin là gì,màu đỏ,432909,2
2976,những gì đi bộ ở rìa của nước,con bò,526044,0
2977,những gì nằm trên bàn,sandwich,448923,0
2978,người đàn ông cân bằng là gì,dĩa nhựa,406676,0
2979,màu của gấu là gì,màu nâu,544279,2
2980,hai chậu thời trang cũ đang đứng ở đâu,phòng tắm,199628,3
2981,những gì đang đi trên đường sắt bên cạnh tuyết,tàu hỏa,393478,0
2982,những gì phục vụ trên đĩa trắng,pizza,365305,0
2983,màu của cái bát là gì,màu xanh lá,518807,2
2984,những gì đang di chuyển trên đường ray xe lửa,động cơ,561967,0
2985,cái gì thò đầu ra ngoài cửa sổ ô tô,con chó,346071,0
2986,người phụ nữ đang ngồi ở đâu,bồn tắm,365934,3
2987,một người đàn ông châu á mặc gì,bộ đồ,557447,0
2988,màu của nhà vệ sinh là gì,màu nâu,250720,2
2989,hai người trẻ đang làm việc trên máy tính xách tay ở đâu,phòng,508504,3
2990,những gì đứng ở trung tâm của một nhà bếp,quầy tính tiền,575970,0
2991,người phụ nữ ở đâu,phòng bếp,548118,3
2992,màu mắt là gì,màu xanh dương,268781,2
2993,những gì đang ngồi trên một nhánh mỏng,con chim,440706,0
2994,những gì đang ngồi trên đường ray của một hàng rào dây,gấu,549136,0
2995,hai giường tầng ở đâu với một cái thang dựa vào một bức tường gần đó,phòng,12377,3
2996,có bao nhiêu món tráng miệng trong hộp các tông màu trắng,sáu,102589,1
2997,màu của ngựa là gì,màu đen,472662,2
2998,nhà bếp này nhỏ nhưng có những gì,tủ đá,562139,0
2999,cô gái giữ một bát kim loại ở đâu,phòng tắm,177840,3
3000,màu của chiếc bình là gì,màu đen,136993,2
3001,những gì chứa đầy rất nhiều dưa chuột thái lát,máy xay,413120,0
3002,người phụ nữ cho ngựa ăn gì,chuối,367310,0
3003,hai con ngựa vằn đang ăn gì dưới một chiếc ô,bãi cỏ,529348,0
3004,có bao nhiêu con mèo đang ngồi trên ghế và một con mèo khác đang ngồi dưới ghế,một,125690,1
3005,những gì trong cỏ bị trói,con ngựa,527504,0
3006,màu của thời gian là gì,màu vàng,479944,2
3007,bàn phím nào đặt trên bàn bên cạnh chuột máy tính,máy vi tính,495973,0
3008,những gì nằm bên cạnh một số đèn đường,tòa nhà,459987,0
3009,những gì đang bay cao trên bầu trời trên những đám mây,máy bay,424776,0
3010,những gì tươi và được nấu trên bàn bừa bộn,bữa ăn,487159,0
3011,những gì gặm cỏ trong thung lũng gần một thị trấn nhỏ,con cừu,459487,0
3012,con vật nhồi bông ở đâu,hộp,92181,3
3013,cái gì đang rẽ vào một con phố,xe tải,474906,0
3014,màu của lửa là gì,màu vàng,125503,2
3015,máy bay mèo con diều hâu đậu ở đâu,ga-ra,506534,3
3016,những gì đỗ ở phía trước của một tòa nhà,xe tải,486369,0
3017,màu của cây là gì,màu tía,495797,2
3018,người phụ nữ giữ những gì đưa hình ảnh của cô ấy,bàn chải,504621,0
3019,cái gì đang đậu trên đường bên cạnh một chiếc xe tải,xe máy,359715,0
3020,màu của gấu là gì,màu trắng,280189,2
3021,những gì ngồi trong phòng khách,cái bàn,444565,0
3022,đang mua sắm gì khi ngồi trên một chiếc ghế dài màu xanh,túi,532463,0
3023,con chó nhìn ra khỏi cửa sổ xe được phản chiếu ở đâu,gương,179331,3
3024,những gì kéo xe với những người ở phía sau,con ngựa,500583,0
3025,màu của vòi nước là gì,màu xám,118306,2
3026,bộ dụng cụ đầy màu sắc ở đâu,cửa tiệm,401977,3
3027,màu của áo là gì,màu xanh dương,504917,2
3028,những gì bay trên bầu trời đầy mây,máy bay,532338,0
3029,màu của mũ bảo hiểm là gì,màu xanh dương,396137,2
3030,đàn hươu cao cổ đang đi qua cái gì với một đám cỏ bao phủ ,đồi,528862,0
3031,làm gì hai con ngựa con gặm cỏ bên cạnh hàng rào điện trong một cánh đồng ngập nắng,bãi cỏ,352755,0
3032,người ngồi ở đâu,cái ghế,315383,3
3033,màu của nước ép là gì,màu cam,569567,2
3034,"những gì tiết lộ nhà vệ sinh, bồn rửa và tủ tường",cửa,416745,0
3035,màu sắc của bông hoa là gì,màu vàng,346566,2
3036,gấu bông nằm ở đâu,cái rổ,362659,3
3037,người đàn ông đang ngồi và đọc ở đâu,cái ghế,347346,3
3038,cảnh sát đi xe máy ở đâu,đường bộ,519053,3
3039,có bao nhiêu đứa trẻ cầm bộ điều khiển wii trong một phòng khách,bốn,116286,1
3040,người đàn ông đang sửa chữa cái gì bên hồ,con thuyền,517570,0
3041,cô dâu chú rể cắt những gì,bánh,469203,0
3042,có bao nhiêu chiếc máy bay phản lực màu xanh bay qua bầu trời không một gợn mây,sáu,90106,1
3043,túi khoai tây chiên và ít đồ ăn nhẹ có cánh cửa dẫn ra ngoài ở đâu,phòng,370928,3
3044,những gì đang đứng cạnh nhau với những cái đầu với nhau,ngựa vằn,522021,0
3045,có bao nhiêu phụ nữ đang lấy một con gà tây bên ngoài lò nướng,hai,280918,1
3046,đồng hồ trên tường trong phòng sáng rực rỡ ở đâu,phòng bếp,341871,3
3047,người phụ nữ sử dụng máy tính xách tay ở đâu,giường,171297,3
3048,màu của món ăn là gì,màu vàng,448161,2
3049,nhà vệ sinh trắng và tủ có màu nâu ở đâu,phòng tắm,282283,3
3050,cáo gì đang được treo trong quán bar,đồng hồ,581632,0
3051,có bao nhiêu người đàn ông đang làm việc trên mái tóc của một người phụ nữ,hai,545944,1
3052,xe đang dừng ở đâu,đường phố,198164,3
3053,con ngỗng với hóa đơn feb ăn gì,bãi cỏ,436551,0
3054,người đàn ông nằm ở đâu,giường,336735,3
3055,những gì ăn mặc như một con gà tây và một quả bí ngô,gấu,475330,0
3056,"cà rốt, súp lơ và bông cải xanh đang nằm ở đâu",thùng chứa,557059,3
3057,có bao nhiêu quả cam giá hai mươi bao nhiêu xu một pound,năm,157270,1
3058,màu của xe là gì,màu đỏ,93232,2
3059,có bao nhiêu máy bay phản lực bay trong không trung,bảy,423231,1
3060,những gì đang chói lọi khi quả bóng nằm trên cỏ,con chó,565341,0
3061,những chiếc bánh rán được chứa ở đâu,hộp,238562,3
3062,những gì đang đi xuống đường băng,máy bay,497096,0
3063,màu của tòa nhà là gì,màu xám,403525,2
3064,hai con ngựa vằn gặm cỏ ở gốc đồi,bãi cỏ,453649,0
3065,màu sắc của bông hoa là gì,màu trắng,319612,2
3066,nhà vệ sinh trắng ở đâu,phòng tắm,78554,3
3067,cậu bé mặc gì trên người,tạp dề,418927,3
3068,"những gì ăn mặc như những người lính, đến một chiếc thuyền",gấu,450762,0
3069,người phụ nữ đang giữ một máy ảnh ở đâu,gương,325907,3
3070,một số bánh mì nằm ở đâu,lò vi sóng,129006,3
3071,những thứ rất lớn trên một chiếc ghế dài,đồ chơi,515755,0
3072,những gì đang đi xuống đường ray xe lửa,tàu hỏa,521838,0
3073,những gì làm giảm đầu của mình để nhìn vào cửa sổ của một minivan,hươu cao cổ,540694,0
3074,màu của áo là gì,màu xanh lá,549256,2
3075,có bao nhiêu người đang đi trong cơn mưa nhẹ trên con đường rợp bóng cây,hai,127911,1
3076,có bao nhiêu đầu bếp đang chuẩn bị bữa tối cho nhà hàng,hai,495489,1
3077,nhóm các thiết bị ở đâu,phòng,511165,3
3078,cô gái nhỏ mặc những gì đang làm pizza,áo sơ mi,405444,0
3079,tòa nhà bằng đá bao nhiêu tầng trên một con đường thành phố,bốn,512923,1
3080,bốn người đàn ông đang lập văn phòng và ăn gì vậy,bữa trưa,365626,0
3081,có bao nhiêu con hươu cao cổ đang vươn qua lan can về phía một cậu bé,hai,367164,1
3082,con ngựa nhỏ kéo hành khách ở đâu,xe đẩy,517603,3
3083,những gì được bao phủ tranh sơn tường,tàu hỏa,337666,0
3084,màu sắc của sự phân tán là gì,màu cam,447099,2
3085,con mèo lớn nằm ở đâu trên sàn nhìn,gương,169820,3
3086,có bao nhiêu con chim đang bay trên bầu trời quang đãng,ba,438091,1
3087,có bao nhiêu con hươu cao cổ trên cánh đồng với ba người trên lưng ngựa,ba,526713,1
3088,màu sắc của chiếc váy là gì,màu đen,32544,2
3089,con gấu nào ăn tre trong một khu vực nhiều cây cối,gấu trúc,476417,0
3090,người phụ nữ đang đưa hành lý của mình ở đâu,trạm,134589,3
3091,xe buýt hai tầng đang đậu ở đâu,đường phố,121555,3
3092,có bao nhiêu người trên cánh đồng tuyết với thiết bị trượt tuyết,sáu,229067,1
3093,"con hươu cao cổ thè cái lưỡi dài ra, có lẽ đang nếm",đường sắt,555023,0
3094,những gì đang đi trên một đường cao tốc,xe buýt,395113,0
3095,người phụ nữ đang chụp ảnh mình ở đâu,phòng tắm,561256,3
3096,con chó vàng lớn đang mặc gì với khuôn mặt cười,nón,410168,0
3097,những gì giữa các nhánh của một cây mọc trên bầu trời,máy bay,457131,0
3098,người đàn ông đang nằm ở đâu,giường,127834,3
3099,cái gì đang ngồi trên băng ghế công viên bên cạnh một hành lý nhỏ với một chiếc ô trên đầu,cái túi,342060,0
3100,cái gì đã đậu trong bãi đậu xe với một chiếc mũ bảo hiểm trên ghế,xe máy,361386,0
3101,màu của bông hoa là gì,màu tía,196473,2
3102,điều gì đang lái qua một giao điểm trong khi xe đang chờ,xe ô tô,539436,0
3103,màu sắc của người chơi là gì,màu tía,520434,2
3104,màu của khay là gì,màu vàng,448161,2
3105,những gì ngồi đậu trong một cảng hàng không,máy bay,532390,0
3106,có bao nhiêu trẻ em trên cánh đồng chơi thả diều,ba,487994,1
3107,đỗ những gì đang đỗ trong ga tàu bên cạnh một ngọn đồi với những ngôi nhà,tàu hỏa,402909,0
3108,cậu bé ở đâu,giường,195952,3
3109,cái gì đang ngồi trên đĩa trên bàn,rau,334746,0
3110,những chiếc ghế nằm trên cát,bờ biển,428580,0
3111,những gì ăn lá từ trên đỉnh của cây,ngựa rằn,480345,0
3112,có bao nhiêu người đàn ông cúi xuống cuối con bò bị trói chân sau,hai,149616,1
3113,hai đứa trẻ ngồi ở đâu,cái lều,480376,3
3114,màu của động cơ là gì,màu đen,212712,2
3115,màu của tàu điện ngầm là gì,màu xanh lá,428740,2
3116,đứa trẻ ăn pizza khi ở trên cái gì,con thuyền,514990,0
3117,màu sắc của các dấu hiệu là gì,màu xanh dương,125009,2
3118,những gì đỗ dọc theo đường phố với đèn đường màu xanh lá cây,xe ô tô,526392,0
3119,nhiều bát đĩa nằm ở đâu,chậu,29377,3
3120,có bao nhiêu kiện hành lý màu hồng ngồi trên sàn gỗ,ba,125298,1
3121,chuối được trưng bày ở đâu,cửa hàng,303668,3
3122,những gì bay ngang qua một ngọn núi tuyết phủ,máy bay,347367,0
3123,có bao nhiêu bông hoa nhô ra khỏi thành của một cái bát nhỏ,hai,467082,1
3124,những gì đang mặc chiếc mũ bóng chày sang một bên,con mèo,475732,0
3125,cậu bé ăn gì. bánh rán trông giống như sô cô la,donut,514222,0
3126,người đàn ông trong tay áo dài cưỡi cái gì,ván trượt,477906,0
3127,cái gì trên đĩa đã sẵn sàng để ăn,pizza,359239,0
3128,những gì được thiết lập với máy tính xách tay và loa,cái bàn,463876,0
3129,năm cái bánh rán còn lại ở đâu,hộp,102589,3
3130,có bao nhiêu con chim trên mép của một vách đá đang nhìn xuống mặt nước,bốn,374791,1
3131,những gì chứa đầy đồ nội thất và tv,phòng,429593,0
3132,những gì đang xem cá trên tv,con mèo,419008,0
3133,có bao nhiêu đối thủ trên sân quần vợt cũng như người lấy bóng và trọng tài biên,hai,255941,1
3134,cái gì được sắp xếp trong cái bình thủy tinh màu xanh lá cây,bông hoa,360487,0
3135,người ở đâu trên đường trước một cửa hàng được theo sau bởi một chiếc xe buýt,xe tay ga,42705,3
3136,những gì đi bộ bên cạnh vòi cứu hỏa màu đỏ trên một vỉa hè,con chó,531189,0
3137,những gì đang đi xuống đường bên cạnh một con đường,tàu hỏa,420710,0
3138,màu của ghế là gì,màu tía,125928,2
3139,những gì có bánh sandwich chuẩn bị với một mặt súp và salad vườn,quán ăn,519460,0
3140,có bao nhiêu hộp gà con ngồi cạnh nhau,bốn,219723,1
3141,người phụ nữ tóc hồng đang ăn gì,chuối,515158,0
3142,người đàn ông trên máy tính xách tay trong khi có bao nhiêu con mèo ngồi với anh ta,hai,436014,1
3143,người đàn ông đang chuẩn bị pizza ở đâu,phòng bếp,521218,3
3144,người đàn ông chụp ảnh ở đâu,gương,422375,3
3145,có bao nhiêu chiếc ô tô đậu trên bãi cỏ khi một đoàn tàu đi qua,hai,73215,1
3146,con chó nhỏ đang tắm ở đâu,chậu,333407,3
3147,người phụ nữ đang ngồi ở đâu,vali,147775,3
3148,những gì đỗ trong rừng,xe tải,500829,0
3149,cái gì đang đi trên đất,con voi,477389,0
3150,những gì ngồi trên đỉnh của vòi chữa cháy,nón,558107,0
3151,màu của vùng đất là gì,màu xanh lá,371628,2
3152,cừu len ở đâu,chuồng,374023,3
3153,người đàn ông phục vụ gì với một trong những người bạn của mình,quả táo,537506,0
3154,cầu thủ bóng chày swing ở đâu,lồng,234006,3
3155,có bao nhiêu người đang băng qua đường tại một ngã tư,hai,291503,1
3156,có bao nhiêu con gấu bông phù hợp đang nằm trên giường,năm,356733,1
3157,có bao nhiêu người đang ngồi ở bàn ăn ngoài trời bên hồ,hai,173997,1
3158,những quả cam đang nằm ở đâu,bát,38134,3
3159,cái gì đang đứng bên dòng nước,con chim,507550,0
3160,có bao nhiêu người đang nhìn vào hai con bê và một con mèo,bốn,531366,1
3161,những gì đi bộ với những chiếc dĩa nhựa gần nước,con chó,546962,0
3162,có gì đỗ bên cạnh một chiếc xe buýt cũ,xe ô tô,543043,0
3163,tàu màu đỏ dừng ở đâu,trạm,461802,3
3164,có bao nhiêu cái hotdog trên đĩa của người này,bốn,113905,1
3165,màu sắc của bông hoa là gì,màu đỏ,381985,2
3166,người mẹ đang ôm đứa con mới sinh của mình ở đâu,giường,259284,3
3167,có cái gì được phủ bằng nhôm trong bếp,chảo,344795,0
3168,cái gì cầm ô đỏ trong ao,bức tượng,365540,0
3169,màu của tường là gì,màu tía,412563,2
3170,có bao nhiêu người mặc đồ trắng trượt tuyết xuyên quốc gia,năm,419017,1
3171,màu của con chim là gì,màu xanh dương,567957,2
3172,những gì đang giữ một số hoa bên ngoài,lọ cắm hoa,513280,0
3173,chơi gôn có gì trên mặt đất lót lá thông và quả thông,quả bóng,399532,0
3174,người đàn ông mặc áo sơ mi mồ hôi xám là gì là bay,diều,539937,0
3175,xe buýt du lịch đang ở đâu,đường,137826,3
3176,cái gì chứa nhiều món ăn sáng,cái mâm,554980,0
3177,con mèo đang ngồi ở đâu,chậu,72605,3
3178,cái gì trong cái bình tròn,cây,376365,0
3179,tủ lạnh trắng ở đâu,phòng,488232,3
3180,ba thanh niên cầm cái ly gì khi đứng ở quán bar,rượu,515716,0
3181,con mèo đang nằm ở đâu,chậu,575923,3
3182,"những gì sơn màu đỏ, trắng và xanh",vòi,479195,0
3183,một chiếc xe lửa tàu điện ngầm trên cao để lại những gì,trạm,400152,0
3184,con mèo đang nhìn ở đâu,gương,45603,3
3185,những gì nhìn qua hàng rào cùng một lúc,hươu cao cổ,472557,0
3186,cái gì màu trắng có hai máy tính xách tay và một máy in,bàn phím,507575,0
3187,người trên ván trượt đi xuống một đoạn đường dốc ở đâu,tòa nhà,133839,3
3188,người phụ nữ đứng ở đâu trong khi sử dụng máy tính xách tay,phòng bếp,244646,3
3189,hươu cao cổ ở đâu,vườn bách thú,210275,3
3190,màu của ghế là gì,màu xám,216480,2
3191,có bao nhiêu con ngựa vằn cỏ xanh bụi cây và cây,bốn,71502,1
3192,màu của gạch là gì,màu đỏ,110937,2
3193,những gì đang trôi qua dưới một vòm đỏ theo phong cách châu á,xe ô tô,488573,0
3194,những gì đang đứng gần cỏ cao,ngựa vằn,546011,0
3195,những gì đang nhìn vào máy tính xách tay để nằm trên một hàng rào,con mèo,409247,0
3196,những gì được hiển thị với các sản phẩm khác trong nền,táo,352377,0
3197,những gì kéo xe du hành xuống một đường phố,con ngựa,495786,0
3198,màu của ngôi nhà là gì,màu vàng,387365,2
3199,màu của con mèo là gì,màu đen,296161,2
3200,những gì đang lang thang trên cánh đồng cỏ,gấu,471450,0
3201,có bao nhiêu chiếc vali có kích thước và màu sắc khác nhau trên sàn gạch,ba,526029,1
3202,màu của áo là gì,màu đỏ,531423,2
3203,hai người mặc gì,mũ,349437,0
3204,màu của xe buýt là gì,màu cam,275168,2
3205,cái gì đang ngồi trên vỉa hè,vòi,471350,0
3206,người đàn ông lớn tuổi đi trượt ván ở đâu,đường phố,350254,3
3207,có bao nhiêu người phụ nữ chơi trò chơi điện tử trước ghế dài,hai,101530,1
3208,hai chiếc máy bay có hình gì bay qua bầu trời xanh,diều,421307,0
3209,"hoa màu xanh lam, hồng, tím và vàng ở đâu",lọ cắm hoa,263482,3
3210,có bao nhiêu người đang đứng trên đỉnh núi với ván trượt nhìn xuống,năm,339501,1
3211,người phụ nữ đang ngồi ở đâu,cái ghế,308936,3
3212,người phụ nữ cưỡi gì trên mặt đất trên tuyết,ván trượt,439522,0
3213,mọi người đang đi đâu,xe điện ngầm,342812,3
3214,có bao nhiêu người trên xe máy bị một người đàn ông chụp ảnh họ trên vỉa hè,hai,522708,1
3215,màu mắt là gì,màu vàng,138604,2
3216,màu sắc của bông hoa là gì,màu tía,187213,2
3217,có bao nhiêu người đang đứng gần hai chiếc ghế che ô che nắng,hai,68914,1
3218,đang ăn gì khi đứng cạnh một ít cỏ khô,ngựa rằn,371245,0
3219,người đàn ông đang cầm cái gì được phủ đầy rắc,donut,512722,0
3220,những gì được làm bằng vải đầy màu sắc,diều,500420,0
3221,màu của bếp là gì,màu trắng,215135,2
3222,con chó đen lớn ở đâu,cái túi,375140,3
3223,hai chiếc bánh với một người đàn ông đang cắt một chiếc ở đâu,hộp,416875,3
3224,màu của gấu là gì,màu đen,311953,2
3225,có bao nhiêu người đàn ông được hình dung ở quầy thức ăn,bốn,242090,1
3226,có bao nhiêu màn hình đang ngồi cạnh nhau,hai,514156,1
3227,cô gái trẻ với cánh tay bị bó đang ở đâu,phòng tắm,308251,3
3228,những gì chứa đầy những bông hoa màu cam đậm và một cây gậy,lọ cắm hoa,415015,0
3229,những gì được hiển thị bên cạnh tường,máy vi tính,577091,0
3230,những gì đang đi bộ xuống phố thành phố bận rộn,con bò,416385,0
3231,những gì đang đứng trên cát phía sau một sợi dây,con voi,571219,0
3232,có bao nhiêu người trẻ tuổi đang mỉm cười khi chơi trò chơi điện tử,hai,169116,1
3233,những gì được đậu trên cành cây,con vẹt,475944,0
3234,màu của tháp là gì,màu nâu,49554,2
3235,những gì đang chiếm cảng cát bên cạnh nước,con bò,427865,0
3236,người đàn ông ngồi trên một chiếc ghế dài và ăn những gì,sandwich,498765,0
3237,màu của chiếc đĩa là gì,màu đen,41832,2
3238,hiển thị gì hiển thị 0 phút để đi,lò vi sóng,422783,0
3239,những gì gặm cỏ trên một loại cây bụi nhỏ,con ngựa,457097,0
3240,có bao nhiêu người đứng trên một chiếc thuyền gần bến cảng,một,435990,1
3241,những gì có thể phù hợp cho người tàn tật,nhà vệ sinh,564699,0
3242,màu của vòi nước là gì,màu tía,167622,2
3243,người phụ nữ ngồi ở đâu với hai chân nâng lên,băng ghế,205007,3
3244,cái gì dừng lại ở đèn giao thông màu đỏ,xe ô tô,354724,0
3245,cái đầu của nó ở phía sau của người khác,ngựa rằn,454750,0
3246,có gì đang đi trong một khu vực cỏ,hươu cao cổ,410231,0
3247,một chiếc xe tải nhỏ màu cam ở đâu,đường phố,393412,3
3248,những gì được phép phát triển trong chai bia,bông hoa,515885,0
3249,những gì đỗ ở trạm xe buýt trong một thành phố với các tòa nhà cao tầng,xe buýt,383389,0
3250,có bao nhiêu con chó đang nằm trên một chiếc ghế dài cùng nhau,ba,330037,1
3251,những gì được neo trên bờ hồ trước nhà,con thuyền,410612,0
